x y z density
0.279830 0.262040 0.458130 0.950943
0.176656 0.367302 0.456042 0.927090
0.417340 0.363279 0.219381 0.874891
0.391112 0.348211 0.260677 0.742299
0.231585 0.604654 0.163761 0.996315
0.204694 0.427998 0.367309 0.885221
0.318486 0.359523 0.321991 0.575629
0.190840 0.449736 0.359424 0.939597
0.386269 0.423422 0.190309 0.953602
0.444878 0.347805 0.207317 0.920550
0.358763 0.291292 0.349945 0.785013
0.318898 0.385368 0.295733 0.599017
0.327284 0.340383 0.332334 0.620921
0.191486 0.327357 0.481157 0.880148
0.373641 0.344471 0.281888 0.677360
0.376764 0.404503 0.218733 0.864012
0.358924 0.358465 0.282611 0.655808
0.363256 0.401829 0.234915 0.808840
0.396277 0.404255 0.199469 0.928135
0.331952 0.416978 0.251070 0.752355
0.291858 0.413443 0.294698 0.638130
0.258620 0.344660 0.396720 0.712204
0.412292 0.401489 0.186219 0.971219
0.319725 0.306860 0.373414 0.749287
0.351150 0.341354 0.307496 0.626151
0.188134 0.410513 0.401353 0.919463
0.475887 0.328259 0.195854 0.961823
0.319220 0.371951 0.308829 0.583520
0.422666 0.256298 0.321036 0.892811
0.322319 0.361761 0.315920 0.577257
0.350488 0.405318 0.244194 0.776078
0.407359 0.364572 0.228069 0.844807
0.176838 0.395225 0.427938 0.940931
0.208881 0.321853 0.469266 0.846919
0.605733 0.202541 0.191726 0.999663
0.208498 0.496234 0.295268 0.932289
0.213489 0.394328 0.392182 0.837629
0.447984 0.310334 0.241682 0.835500
0.382767 0.328457 0.288776 0.690491
0.172781 0.381310 0.445909 0.943844
0.364966 0.292702 0.342332 0.777747
0.353074 0.330029 0.316897 0.654928
0.327455 0.403017 0.269528 0.682959
0.410228 0.369308 0.220464 0.868691
0.323511 0.407898 0.268590 0.686473
0.241760 0.387630 0.370610 0.748116
0.309873 0.351507 0.338621 0.576941
0.250414 0.366781 0.382805 0.716954
0.373188 0.355266 0.271546 0.698328
0.245454 0.369886 0.384660 0.732103
0.192691 0.413554 0.393755 0.908753
0.392166 0.390284 0.217550 0.871323
0.383130 0.289695 0.327175 0.785248
0.379402 0.442092 0.178506 0.986365
0.188997 0.440801 0.370202 0.937840
0.311766 0.420206 0.268028 0.687970
0.274827 0.403554 0.321618 0.646273
0.200605 0.518240 0.281154 0.966481
0.264211 0.360584 0.375205 0.677335
0.331813 0.301899 0.366287 0.758957
0.338543 0.330799 0.330658 0.651040
0.359749 0.270624 0.369627 0.863737
0.547201 0.231334 0.221465 0.943393
0.487295 0.235018 0.277688 0.941129
0.329150 0.312150 0.358701 0.721670
0.316288 0.376415 0.307297 0.586917
0.267335 0.328028 0.404637 0.735574
0.276111 0.351330 0.372559 0.657513
0.293432 0.405311 0.301257 0.623443
0.300508 0.391098 0.308394 0.601902
0.331247 0.273697 0.395056 0.870103
0.578958 0.216330 0.204712 0.973034
0.272454 0.337854 0.389692 0.698586
0.266438 0.509271 0.224291 0.855842
0.308143 0.354939 0.336918 0.577164
0.346742 0.330033 0.323226 0.653304
0.262059 0.459871 0.278070 0.765036
0.294511 0.406227 0.299262 0.625196
0.488935 0.221846 0.289219 0.979078
0.237090 0.427163 0.335747 0.792931
0.492100 0.262144 0.245755 0.879959
0.463687 0.226419 0.309895 0.975780
0.386087 0.342360 0.271552 0.712303
0.155029 0.377172 0.467799 0.985049
0.371359 0.389414 0.239228 0.796126
0.285994 0.385705 0.328302 0.598980
0.389142 0.396354 0.214504 0.880069
0.404173 0.394433 0.201394 0.924220
0.277494 0.327332 0.395174 0.722410
0.256790 0.423415 0.319794 0.732439
0.330904 0.299802 0.369294 0.767747
0.275234 0.255585 0.469181 0.975460
0.381692 0.324584 0.293724 0.691639
0.356803 0.314643 0.328555 0.702333
0.207395 0.392031 0.400573 0.854364
0.382580 0.282237 0.335183 0.811513
0.272656 0.383000 0.344344 0.642416
0.371820 0.345255 0.282925 0.673026
0.318133 0.313314 0.368553 0.725923
0.444376 0.348256 0.207367 0.920216
0.377148 0.290977 0.331874 0.781452
0.291957 0.305376 0.402667 0.782794
0.369177 0.379227 0.251597 0.755046
0.274436 0.379986 0.345577 0.634109
0.168097 0.361708 0.470195 0.945636
0.271839 0.338776 0.389384 0.697219
0.269935 0.368638 0.361427 0.653781
0.327705 0.344402 0.327893 0.604609
0.194411 0.425875 0.379713 0.912289
0.230362 0.431575 0.338063 0.816240
0.399620 0.311514 0.288866 0.731536
0.462281 0.319720 0.217999 0.899822
0.234090 0.455247 0.310664 0.830873
0.312842 0.395769 0.291390 0.612347
0.320097 0.497155 0.182748 0.965362
0.340778 0.302265 0.356957 0.751863
0.195080 0.470363 0.334557 0.944494
0.281065 0.351287 0.367647 0.645522
0.207333 0.305018 0.487649 0.874979
0.323878 0.411868 0.264255 0.703914
0.503437 0.219345 0.277218 0.980473
0.429539 0.389903 0.180558 0.991552
0.218399 0.420117 0.361483 0.840144
0.201195 0.444527 0.354278 0.907897
0.411148 0.329310 0.259542 0.764726
0.352164 0.427940 0.219896 0.857844
0.189300 0.407548 0.403152 0.914425
0.360304 0.387328 0.252368 0.749627
0.277282 0.364944 0.357775 0.630089
0.314064 0.364694 0.321242 0.577574
0.330363 0.251993 0.417644 0.954103
0.356163 0.236483 0.407354 0.996296
0.356457 0.383605 0.259938 0.723108
0.431591 0.285481 0.282928 0.805414
0.233850 0.548894 0.217256 0.919991
0.267812 0.383970 0.348218 0.661334
0.355992 0.465447 0.178562 0.981778
0.260379 0.370654 0.368968 0.684943
0.283107 0.345308 0.371584 0.657487
0.249111 0.379406 0.371483 0.721879
0.345839 0.388682 0.265479 0.701071
0.426576 0.248632 0.324792 0.917526
0.324633 0.305305 0.370062 0.751204
0.177886 0.351307 0.470806 0.917328
0.439159 0.341695 0.219145 0.885649
0.371448 0.322427 0.306126 0.684497
0.377757 0.348140 0.274103 0.697178
0.215480 0.406136 0.378384 0.838604
0.323499 0.252842 0.423659 0.955375
0.375961 0.383143 0.240896 0.792057
0.349830 0.317594 0.332576 0.693127
0.277566 0.404055 0.318379 0.622759
0.425323 0.248249 0.326428 0.919247
0.292011 0.313382 0.394607 0.752859
0.374122 0.388881 0.236996 0.804163
0.325672 0.293475 0.380854 0.796572
0.397304 0.323995 0.278700 0.720503
0.363966 0.384691 0.251343 0.754082
0.273687 0.304202 0.422111 0.807073
0.341395 0.410327 0.248278 0.761685
0.194790 0.481406 0.323804 0.953652
0.264949 0.382780 0.352271 0.670984
0.361072 0.400304 0.238624 0.796091
0.213830 0.560689 0.225481 0.966250
0.211078 0.378641 0.410281 0.837836
0.336336 0.360922 0.302741 0.584191
0.356355 0.277650 0.365995 0.838307
0.345131 0.246646 0.408223 0.964895
0.260592 0.544437 0.194971 0.931394
0.274096 0.348337 0.377567 0.668923
0.351047 0.452714 0.196239 0.931113
0.191353 0.519372 0.289274 0.987803
0.483390 0.269216 0.247393 0.867002
0.379026 0.357555 0.263419 0.724899
0.305103 0.387699 0.307198 0.597809
0.316488 0.267393 0.416119 0.905611
0.346580 0.458977 0.194443 0.935952
0.228166 0.378886 0.392948 0.786938
0.424601 0.361020 0.214379 0.892484
0.291586 0.366421 0.341994 0.587494
0.376813 0.360034 0.263153 0.723944
0.340121 0.372881 0.286998 0.616302
0.326495 0.263388 0.410118 0.913569
0.255496 0.389365 0.355139 0.705402
0.351930 0.292893 0.355178 0.781849
0.288776 0.397267 0.313957 0.610878
0.231866 0.418174 0.349960 0.799473
0.466162 0.227990 0.305848 0.969805
0.238471 0.404017 0.357513 0.768262
0.454311 0.280599 0.265090 0.828535
0.380400 0.261185 0.358416 0.889835
0.183647 0.441697 0.374656 0.952759
0.317134 0.392343 0.290522 0.608735
0.339926 0.466533 0.193541 0.937972
0.257240 0.378443 0.364316 0.695521
0.194847 0.313733 0.491420 0.878822
0.416582 0.342943 0.240475 0.814903
0.272142 0.365410 0.362448 0.648225
0.206348 0.444035 0.349617 0.893592
0.213502 0.394732 0.391766 0.837800
0.273712 0.343213 0.383075 0.681986
0.247172 0.384739 0.368089 0.729818
0.268952 0.420660 0.310388 0.691017
0.319993 0.364435 0.315572 0.578140
0.386584 0.285191 0.328226 0.800454
0.281527 0.377988 0.340485 0.597707
0.218632 0.360046 0.421321 0.811646
0.427422 0.254399 0.318179 0.897892
0.310242 0.343942 0.345816 0.619741
0.309799 0.368159 0.322042 0.579539
0.178936 0.339610 0.481453 0.910819
0.416309 0.289764 0.293928 0.788894
0.216160 0.394278 0.389563 0.829674
0.362449 0.261940 0.375612 0.895848
0.372081 0.304911 0.323008 0.734417
0.287050 0.473236 0.239714 0.802658
0.215535 0.410515 0.373950 0.841360
0.373651 0.239731 0.386618 0.974078
0.273468 0.504791 0.221740 0.860937
0.327788 0.405416 0.266796 0.693870
0.263835 0.340645 0.395519 0.708488
0.324779 0.312578 0.362644 0.723241
0.248404 0.562736 0.188859 0.945484
0.348390 0.349100 0.302511 0.608032
0.382739 0.241158 0.376103 0.963700
0.295606 0.367380 0.337015 0.584558
0.341658 0.246847 0.411495 0.966275
0.282230 0.484662 0.233108 0.825186
0.320918 0.428622 0.250460 0.756253
0.347833 0.298753 0.353414 0.761544
0.303017 0.345988 0.350994 0.620747
0.190509 0.410782 0.398709 0.913065
0.183538 0.453199 0.363263 0.961322
0.294394 0.364899 0.340707 0.585244
0.371051 0.360401 0.268548 0.704405
0.286336 0.391911 0.321753 0.604781
0.453932 0.319307 0.226761 0.873650
0.247162 0.407356 0.345482 0.744558
0.266226 0.388274 0.345500 0.669003
0.347602 0.427321 0.225077 0.840849
0.317708 0.466391 0.215901 0.871897
0.253575 0.397818 0.348606 0.717004
0.362746 0.394891 0.242363 0.783785
0.424174 0.251427 0.324399 0.908838
0.483825 0.249698 0.266477 0.901395
0.512643 0.240841 0.246516 0.921115
0.230186 0.369163 0.400651 0.778705
0.366544 0.417168 0.216288 0.870429
0.261772 0.529603 0.208625 0.897942
0.341548 0.267379 0.391074 0.887540
0.331087 0.265096 0.403818 0.903717
0.322987 0.276535 0.400479 0.865331
0.354032 0.346317 0.299651 0.624859
0.275371 0.393978 0.330651 0.635182
0.383352 0.364226 0.252422 0.759469
0.299229 0.487530 0.213241 0.881427
0.422599 0.371480 0.205920 0.916313
0.277130 0.310587 0.412283 0.780484
0.278437 0.319016 0.402547 0.749238
0.341151 0.286129 0.372720 0.814151
0.386408 0.385923 0.227669 0.837752
0.284590 0.338293 0.377116 0.676142
0.425660 0.321885 0.252454 0.793749
0.293253 0.516307 0.190441 0.943334
0.303542 0.388284 0.308174 0.598389
0.304626 0.282642 0.412732 0.857008
0.483057 0.222627 0.294316 0.979190
0.470220 0.336067 0.193713 0.965763
0.329014 0.248709 0.422277 0.967176
0.163882 0.434007 0.402111 0.999026
0.385941 0.330983 0.283076 0.697316
0.198717 0.437910 0.363374 0.909378
0.396656 0.382431 0.220913 0.862237
0.223307 0.379493 0.397201 0.801859
0.184310 0.436534 0.379157 0.947323
0.286558 0.368655 0.344787 0.591948
0.374348 0.257469 0.368183 0.906712
0.326678 0.371760 0.301563 0.586748
0.307207 0.281700 0.411093 0.858377
0.322829 0.371582 0.305590 0.584594
0.349657 0.354013 0.296331 0.612087
0.358829 0.276535 0.364637 0.841343
0.376739 0.257978 0.365283 0.903609
0.253549 0.391593 0.354858 0.712924
0.275294 0.378121 0.346585 0.630126
0.176267 0.381098 0.442635 0.934788
0.225719 0.592400 0.181880 0.964914
0.260374 0.413832 0.325794 0.710664
0.227908 0.383401 0.388691 0.789265
0.368778 0.380034 0.251188 0.756218
0.344659 0.280642 0.374698 0.833428
0.448750 0.353310 0.197940 0.947797
0.198782 0.340653 0.460565 0.863140
0.397918 0.404629 0.197454 0.934598
0.266360 0.288114 0.445527 0.870888
0.479370 0.254372 0.266258 0.889740
0.237836 0.394374 0.367790 0.763837
0.270738 0.398692 0.330570 0.659962
0.162792 0.426881 0.410327 0.997058
0.283697 0.374140 0.342163 0.594929
0.334930 0.322537 0.342533 0.680381
0.350349 0.322842 0.326809 0.675897
0.385665 0.289858 0.324478 0.784521
0.347179 0.303037 0.349784 0.745772
0.247735 0.398975 0.353290 0.736121
0.324322 0.337392 0.338286 0.633278
0.275860 0.474823 0.249317 0.769796
0.385561 0.309461 0.304978 0.724584
0.214883 0.415009 0.370108 0.846442
0.257708 0.442802 0.299490 0.754097
0.444295 0.296609 0.259096 0.807513
0.325670 0.320175 0.354155 0.694224
0.295971 0.382687 0.321343 0.592640
0.232222 0.411401 0.356377 0.792741
0.340589 0.377790 0.281622 0.640017
0.222462 0.365764 0.411774 0.801196
0.363397 0.347263 0.289340 0.650508
0.145187 0.271090 0.583722 0.993295
0.495034 0.232695 0.272271 0.945442
0.248033 0.581558 0.170408 0.985176
0.271706 0.411080 0.317214 0.668902
0.340571 0.396049 0.263379 0.707613
0.366696 0.261980 0.371325 0.893403
0.308029 0.323225 0.368747 0.698357
0.304063 0.302362 0.393575 0.781578
0.331697 0.303451 0.364852 0.753050
0.332959 0.347066 0.319975 0.589582
0.294450 0.256038 0.449512 0.962420
0.368128 0.418099 0.213773 0.878658
0.374669 0.292979 0.332352 0.774763
0.201654 0.423857 0.374488 0.890659
0.274815 0.377278 0.347907 0.632432
0.203635 0.502339 0.294025 0.948301
0.338285 0.350876 0.310839 0.580638
0.303942 0.347179 0.348879 0.614372
0.263967 0.339462 0.396571 0.710893
0.343185 0.246959 0.409856 0.964915
0.330483 0.371132 0.298385 0.588536
0.343291 0.305828 0.350881 0.737151
0.333648 0.427825 0.238527 0.796339
0.367468 0.330875 0.301657 0.664279
0.446202 0.331139 0.222659 0.879823
0.215667 0.338512 0.445820 0.821985
0.266277 0.406752 0.326972 0.683962
0.465868 0.314311 0.219821 0.897040
0.299186 0.411801 0.289014 0.636753
0.204837 0.386014 0.409149 0.858936
0.444828 0.306341 0.248831 0.819340
0.277287 0.364947 0.357766 0.630064
0.242318 0.381100 0.376581 0.743824
0.426056 0.260270 0.313674 0.878777
0.320914 0.364377 0.314709 0.578335
0.405902 0.375052 0.219046 0.871248
0.260064 0.370623 0.369313 0.685963
0.354218 0.431211 0.214571 0.875050
0.245085 0.448580 0.306335 0.794823
0.354585 0.368782 0.276633 0.668080
0.392780 0.268684 0.338536 0.857704
0.242232 0.408190 0.349578 0.760177
0.238799 0.448702 0.312499 0.811432
0.198689 0.552790 0.248521 0.991804
0.426339 0.379540 0.194121 0.951825
0.214495 0.540210 0.245295 0.951733
0.272262 0.282842 0.444896 0.884240
0.233876 0.420378 0.345746 0.795608
0.340436 0.438846 0.220719 0.855270
0.366152 0.280350 0.353498 0.823406
0.331439 0.358820 0.309741 0.579588
0.274835 0.506943 0.218222 0.870469
0.298622 0.331884 0.369494 0.677656
0.330878 0.319488 0.349635 0.693396
0.173076 0.441842 0.385082 0.980636
0.497206 0.226290 0.276504 0.962941
0.297193 0.318876 0.383931 0.726485
0.325584 0.464610 0.209806 0.889935
0.286308 0.253037 0.460654 0.977633
0.195316 0.451066 0.353618 0.928787
0.232442 0.333233 0.434325 0.787653
0.325907 0.308864 0.365229 0.736513
0.305650 0.288844 0.405506 0.832257
0.438883 0.259437 0.301679 0.879090
0.228395 0.356728 0.414877 0.783910
0.200835 0.427521 0.371644 0.895640
0.328394 0.401173 0.270433 0.679411
0.358277 0.247689 0.394034 0.952962
0.422543 0.395470 0.181987 0.985848
0.358509 0.246678 0.394813 0.956663
0.241190 0.405505 0.353305 0.761147
0.439481 0.302237 0.258282 0.801082
0.310974 0.245802 0.443224 0.988490
0.245320 0.351821 0.402860 0.738138
0.322612 0.372887 0.304501 0.585752
0.204781 0.515332 0.279886 0.955184
0.276179 0.417025 0.306797 0.643857
0.318035 0.347215 0.334750 0.596005
0.178000 0.483843 0.338157 0.996522
0.336668 0.325545 0.337787 0.669217
0.357050 0.393021 0.249929 0.757143
0.363225 0.335958 0.300816 0.651355
0.381760 0.395930 0.222310 0.853575
0.325633 0.286900 0.387467 0.822505
0.341710 0.304485 0.353805 0.742967
0.319016 0.374463 0.306521 0.585836
0.275078 0.383533 0.341389 0.631646
0.266253 0.516123 0.217624 0.873844
0.198157 0.399378 0.402465 0.884831
0.192517 0.479065 0.328419 0.957503
0.275162 0.399277 0.325561 0.640486
0.347990 0.342196 0.309814 0.620537
0.271948 0.542463 0.185589 0.953944
0.351617 0.397479 0.250904 0.752961
0.333363 0.367195 0.299442 0.586859
0.408470 0.321510 0.270020 0.745344
0.346126 0.362463 0.291411 0.612098
0.386250 0.271843 0.341908 0.848158
0.315799 0.367944 0.316256 0.579564
0.429169 0.362930 0.207901 0.912920
0.476018 0.342504 0.181478 0.999430
0.405694 0.287390 0.306916 0.793220
0.386281 0.398610 0.215109 0.877489
0.405590 0.388674 0.205736 0.911485
0.229612 0.338928 0.431460 0.788181
0.249167 0.397564 0.353270 0.730657
0.332901 0.340926 0.326173 0.617545
0.427496 0.349904 0.222600 0.870395
0.174029 0.368914 0.457057 0.934460
0.189782 0.345577 0.464641 0.886190
0.358283 0.326088 0.315629 0.667792
0.211486 0.463248 0.325265 0.896825
0.316940 0.452908 0.230152 0.826955
0.245857 0.574167 0.179975 0.964752
0.306403 0.349950 0.343647 0.595326
0.242724 0.428456 0.328821 0.778359
0.244640 0.391000 0.364360 0.740765
0.195969 0.500680 0.303351 0.964894
0.192488 0.440198 0.367314 0.928007
0.289818 0.314891 0.395291 0.749865
0.229487 0.466090 0.304423 0.854009
0.381038 0.309189 0.309773 0.723307
0.326470 0.390921 0.282609 0.612204
0.258417 0.387908 0.353674 0.695136
0.354015 0.370419 0.275565 0.670947
0.322687 0.315750 0.361563 0.712901
0.503478 0.228176 0.268346 0.955485
0.326327 0.410659 0.263013 0.708604
0.360793 0.385083 0.254125 0.743888
0.294468 0.374129 0.331403 0.587299
0.284296 0.419928 0.295776 0.649609
0.422840 0.288402 0.288759 0.794788
0.312846 0.285628 0.401526 0.838285
0.364278 0.329447 0.306274 0.663513
0.335113 0.351498 0.313389 0.578717
0.306152 0.428448 0.265400 0.699564
0.243229 0.463313 0.293458 0.816791
0.206528 0.468489 0.324983 0.914024
0.312772 0.344668 0.342560 0.613968
0.391247 0.286045 0.322708 0.797112
0.358102 0.377889 0.264009 0.710235
0.320774 0.364659 0.314568 0.578469
0.409324 0.364103 0.226572 0.850155
0.509004 0.238811 0.252184 0.926066
0.426007 0.358336 0.215657 0.889398
0.347325 0.389901 0.262774 0.710921
0.246532 0.410947 0.342521 0.749667
0.244123 0.417748 0.338129 0.763284
0.290341 0.417981 0.291678 0.646753
0.308852 0.388873 0.302275 0.600169
0.251795 0.550437 0.197767 0.925218
0.191977 0.451642 0.356381 0.938047
0.415826 0.301066 0.283107 0.764372
0.277850 0.490670 0.231480 0.831451
0.259514 0.415252 0.325235 0.714889
0.349925 0.262371 0.387704 0.901598
0.415442 0.405235 0.179323 0.991838
0.438148 0.231589 0.330263 0.970317
0.275976 0.486424 0.237599 0.813251
0.215181 0.373967 0.410852 0.824311
0.310559 0.514427 0.175013 0.983518
0.227253 0.326956 0.445791 0.806534
0.330186 0.423634 0.246179 0.770040
0.160523 0.356686 0.482791 0.961131
0.243735 0.429268 0.326997 0.776389
0.404460 0.379342 0.216198 0.879365
0.369388 0.404412 0.226200 0.838577
0.389574 0.381399 0.229027 0.834512
0.144226 0.299155 0.556619 0.970028
0.247660 0.272358 0.479982 0.937667
0.264491 0.322328 0.413181 0.757251
0.432882 0.339333 0.227785 0.859012
0.338880 0.341874 0.319246 0.614900
0.297943 0.517779 0.184278 0.959155
0.322449 0.370105 0.307445 0.583093
0.352165 0.326399 0.321437 0.665092
0.277440 0.333227 0.389334 0.703643
0.248813 0.437377 0.313810 0.771574
0.384955 0.387666 0.227379 0.838232
0.199574 0.340203 0.460223 0.861172
0.331924 0.315437 0.352639 0.707612
0.334890 0.354942 0.310169 0.579829
0.318497 0.346126 0.335377 0.601656
0.311944 0.244857 0.443198 0.991266
0.461260 0.346901 0.191839 0.968217
0.285312 0.455277 0.259411 0.726911
0.275582 0.372482 0.351936 0.630454
0.201684 0.374017 0.424299 0.863046
0.285626 0.397614 0.316760 0.611917
0.212096 0.350150 0.437753 0.829267
0.359324 0.383848 0.256828 0.734422
0.290024 0.322769 0.387207 0.721042
0.147489 0.291990 0.560521 0.962745
0.226085 0.453763 0.320153 0.850068
0.206870 0.397110 0.396020 0.858532
0.408771 0.249147 0.342082 0.922217
0.408223 0.340505 0.251272 0.780642
0.437055 0.324552 0.238393 0.834547
0.334099 0.325137 0.340763 0.671616
0.466934 0.249435 0.283631 0.904407
0.461596 0.348045 0.190359 0.972301
0.252335 0.415416 0.332249 0.736703
0.353840 0.463026 0.183134 0.968874
0.416871 0.377024 0.206105 0.913846
0.254986 0.459039 0.285975 0.782216
0.401715 0.334454 0.263831 0.745829
0.266818 0.320975 0.412207 0.758259
0.363078 0.383862 0.253060 0.748123
0.377457 0.388339 0.234203 0.814161
0.238826 0.325421 0.435754 0.788632
0.488745 0.275202 0.236053 0.878530
0.314469 0.463393 0.222137 0.852955
0.223478 0.421049 0.355473 0.826257
0.264229 0.436262 0.299510 0.726894
0.323485 0.413176 0.263340 0.707525
0.351167 0.366577 0.282256 0.647998
0.304823 0.266588 0.428588 0.917344
0.340267 0.362428 0.297305 0.588613
0.469111 0.271625 0.259264 0.851849
0.371610 0.385756 0.242634 0.785037
0.360431 0.248120 0.391450 0.950048
0.364940 0.270650 0.364410 0.860978
0.349014 0.272206 0.378780 0.863779
0.211898 0.472156 0.315947 0.903726
0.355216 0.243287 0.401497 0.971445
0.329363 0.386823 0.283814 0.607846
0.315332 0.413853 0.270815 0.675361
0.402854 0.284003 0.313143 0.803618
0.455249 0.358948 0.185803 0.983047
0.485874 0.248648 0.265478 0.903933
0.203302 0.430308 0.366391 0.890876
0.436774 0.297496 0.265730 0.794354
0.274631 0.377757 0.347613 0.633220
0.565231 0.245417 0.189352 0.997849
0.355981 0.336781 0.307239 0.640726
0.242884 0.382721 0.374395 0.742592
0.473328 0.248459 0.278213 0.906075
0.150752 0.372691 0.476557 0.992384
0.258081 0.374378 0.367541 0.692249
0.279540 0.439574 0.280886 0.690018
0.303306 0.263536 0.433158 0.929674
0.183313 0.435644 0.381044 0.949363
0.327677 0.351557 0.320766 0.575318
0.259180 0.398517 0.342303 0.699689
0.354977 0.326476 0.318548 0.665546
0.310668 0.319700 0.369632 0.708787
0.202933 0.399669 0.397398 0.871339
0.305657 0.397428 0.296915 0.612474
0.333354 0.266411 0.400235 0.897004
0.427677 0.238831 0.333492 0.950439
0.550359 0.207786 0.241855 0.993419
0.381232 0.240402 0.378366 0.967335
0.173248 0.465228 0.361524 0.996078
0.266592 0.392584 0.340824 0.670392
0.485585 0.282975 0.231441 0.882987
0.334915 0.352072 0.313013 0.578772
0.211856 0.487766 0.300378 0.917389
0.323376 0.327585 0.349039 0.668898
0.375993 0.380981 0.243026 0.785204
0.398098 0.320370 0.281531 0.721807
0.346809 0.396424 0.256767 0.731937
0.244448 0.381567 0.373985 0.737275
0.272102 0.350915 0.376983 0.668331
0.360510 0.319065 0.320425 0.688628
0.444103 0.341625 0.214272 0.901188
0.451799 0.237859 0.310342 0.944201
0.254095 0.324787 0.421118 0.765490
0.214392 0.582047 0.203561 0.977524
0.423127 0.360882 0.215991 0.887216
0.445254 0.336928 0.217818 0.892151
0.316605 0.377803 0.305592 0.588505
0.296999 0.420159 0.282842 0.653078
0.144491 0.302589 0.552920 0.970782
0.404291 0.297297 0.298412 0.764730
0.226681 0.400845 0.372475 0.801824
0.309945 0.305178 0.384877 0.764856
0.287995 0.297463 0.414542 0.816577
0.410437 0.257150 0.332413 0.893422
0.366974 0.345726 0.287300 0.659265
0.348784 0.369087 0.282128 0.645957
0.315480 0.341728 0.342792 0.623316
0.312743 0.402167 0.285090 0.623669
0.228980 0.489867 0.281153 0.879033
0.381466 0.427902 0.190631 0.951769
0.207015 0.346678 0.446307 0.842584
0.522865 0.260687 0.216447 0.930708
0.302244 0.364814 0.332942 0.580353
0.274962 0.500930 0.224108 0.853883
0.390518 0.416265 0.193217 0.945767
0.305039 0.520159 0.174801 0.983203
0.404513 0.228421 0.367066 0.998336
0.325602 0.384439 0.289959 0.601590
0.358994 0.453318 0.187689 0.956815
0.404175 0.291869 0.303956 0.779645
0.240215 0.549077 0.210708 0.910217
0.236893 0.368065 0.395043 0.758341
0.358359 0.447200 0.194441 0.937149
0.393612 0.387149 0.219239 0.866472
0.390245 0.289529 0.320226 0.785492
0.269944 0.460290 0.269766 0.737754
0.285698 0.338866 0.375436 0.672506
0.365347 0.389371 0.245282 0.774588
0.357666 0.325199 0.317135 0.670021
0.291945 0.336048 0.372007 0.672169
0.287210 0.357558 0.355232 0.608241
0.568596 0.206950 0.224455 0.988739
0.415578 0.326830 0.257593 0.773301
0.490169 0.255175 0.254656 0.889018
0.227297 0.572187 0.200516 0.948370
0.310470 0.348478 0.341051 0.597890
0.350389 0.395095 0.254516 0.740276
0.208724 0.456836 0.334439 0.898288
0.297915 0.370491 0.331595 0.584052
0.350040 0.454669 0.195291 0.933800
0.396772 0.295651 0.307576 0.766910
0.485266 0.266692 0.248042 0.870328
0.250408 0.350270 0.399321 0.725595
0.337603 0.385919 0.276478 0.658072
0.164098 0.422602 0.413300 0.990914
0.407941 0.241883 0.350177 0.948436
0.242019 0.424297 0.333684 0.775982
0.336504 0.246270 0.417226 0.971599
0.283917 0.420707 0.295376 0.651104
0.223748 0.430967 0.345285 0.834194
0.302755 0.421112 0.276132 0.657335
0.290865 0.424352 0.284782 0.660030
0.246784 0.418265 0.334951 0.756014
0.358285 0.389469 0.252246 0.749538
0.387884 0.363215 0.248901 0.772610
0.311789 0.388662 0.299549 0.600756
0.278662 0.255525 0.465813 0.973688
0.251110 0.384362 0.364528 0.717135
0.347662 0.415076 0.237262 0.799857
0.300177 0.447880 0.251944 0.755901
0.189638 0.412117 0.398245 0.916316
0.182935 0.351424 0.465641 0.904924
0.396054 0.244312 0.359634 0.945230
0.174392 0.455825 0.369783 0.986809
0.197217 0.494181 0.308602 0.957281
0.287508 0.528107 0.184385 0.957981
0.213790 0.409922 0.376288 0.846062
0.222163 0.441498 0.336339 0.848431
0.531563 0.282186 0.186251 0.998654
0.308442 0.369274 0.322283 0.580301
0.256575 0.458801 0.284624 0.777868
0.316719 0.283858 0.399423 0.841853
0.310101 0.443783 0.246116 0.774266
0.261617 0.346352 0.392031 0.702216
0.326114 0.282926 0.390960 0.837776
0.297596 0.495713 0.206691 0.900133
0.195629 0.434987 0.369383 0.915580
0.373088 0.289142 0.337770 0.788697
0.321839 0.342136 0.336025 0.616903
0.260109 0.474118 0.265773 0.788927
0.256660 0.431777 0.311562 0.742966
0.326482 0.286166 0.387352 0.824717
0.349450 0.295701 0.354849 0.772338
0.423524 0.262566 0.313909 0.871723
0.188194 0.372578 0.439228 0.899429
0.456253 0.296875 0.246872 0.833832
0.298132 0.473171 0.228697 0.835096
0.252118 0.390132 0.357750 0.716658
0.334702 0.374636 0.290662 0.595601
0.278775 0.395954 0.325271 0.612172
0.324023 0.376703 0.299274 0.590558
0.312422 0.352527 0.335051 0.575681
0.252879 0.257163 0.489958 0.982647
0.309839 0.364128 0.326033 0.577701
0.363655 0.297218 0.339127 0.761682
0.319391 0.258584 0.422026 0.936742
0.357491 0.465766 0.176742 0.986978
0.337293 0.417312 0.245395 0.772057
0.380442 0.424696 0.194862 0.938980
0.347909 0.330368 0.321723 0.652474
0.342158 0.275606 0.382237 0.854862
0.334123 0.262487 0.403389 0.911654
0.347898 0.402051 0.250051 0.755584
0.488754 0.220176 0.291070 0.984108
0.312518 0.346003 0.341480 0.608296
0.264402 0.471288 0.264310 0.774164
0.377392 0.292143 0.330466 0.777347
0.441835 0.313207 0.244958 0.823704
